Patty melt,Patty Melt,Country Kitchen,53444ee67ba4ca15456f5c64,Patty Melt,Country Kitchen,12.6,oz.,913
Prickly Lettuce,Lettuce ,Cousin's Subs,53444ef27ba4ca15456f5cf1,Lettuce,D'Angelo Grilled Sandwiches,71,g,10
Chicken salad,Chicken Salad,Cowboy Chicken,51c549ef97c3e6efadd6020e,Seasoning Mix Honey BBQ Chicken Glaze,Chicken,1,Tbs,25
Cracklin' Oat Bran,Cracklin' Oat Bran,Cracklin Oat Bran,51d2fa46cc9bff111580d4b0,Cracklin' Oat Bran,Cracklin Oat Bran,0.75,cup,200
Chokeberry,Jam Black Chokeberry,Cracovia,51c3fbcb97c3e6dfa4df1370,Jam Black Chokeberry,Cracovia,30,g,74
Tin roof pie,Jam Gooseberry,Cracovia,51c3fbc097c3e6dfa4df131d,Jam Gooseberry,A-Grosik,1,tbsp,60
Dried cranberry,Dried Cranberries,Cranberry CoastTm,513fceb475b8dbbc2100100b,Cranberries dried sweetened - 0.33 cup,USDA,0.33,cup,123.2
Cream of Rice Cereals,Hot Cereal,Cream of Rice,54ee0586bf971153115d31ec,Hot Cereal,Better Oats,1,pouch,160
Cream of Wheat Mix'n Eat Apple Banana and Maple flavored Cereal,Instant Hot Cereal Maple Brown Sugar,Cream of Wheat,51c35f2497c3e69de4b01b04,Instant Hot Cereal Maple Brown Sugar,Cream of Wheat,1,packet,130
Nabisco Cream of Wheat Mix N Eat,Original,Cream of Wheat,51c5418e97c3e6efadd5c04d,Turkey Breast (868602) Mesquite Smoked Honey,Original,56,G,0
Creamsicle Pops No Sugar Added,No Sugar added pops,Creamsicle,55015b86e0bd214372c8ab77,Fudge Pops No Sugar Added,Giant Eagle,1,pop,40
Cinnamon Crunch Crispix,Cereal Cinnamon Crunch,Crispix,51c3618097c3e69de4b02acc,Cereal,Cinnamon Toast Crunch,0.75,cup,130
Rumali Roti,Whole Wheat Rumali Roti,Crispy Cat,549054aa46b404b46f88f8f5,Whole Wheat Rumali Roti,Crispy Cat,1,roti,160
Rice cereal,Toasted Rice cereal,Crispy Rice,52b05f8fadc6ecd725000b99,Toasted Rice cereal,Crispy Rice,1.25,cups,130
HOT POCKETS CROISSANT POCKETS Chicken Broccoli and Cheddar Stuffed Sandwich,Chicken Broccoli & Cheddar Sandwiches,Croissant Pockets,51d2f7b5cc9bff111580c444,Chicken Broccoli & Cheddar Sandwiches,Croissant Pockets,1,ea,320
Hard sauce,Hard Sauce Brandied,Crosse & Blackwell,51c38fcc97c3e6d3ebc5c363,Hard Sauce Brandied,Crosse & Blackwell,2,tbsp,180
Mincemeat,Mincemeat,Crosse & Blackwell,51c36ca397c3e69de4b083f2,Mincemeat,Crosse & Blackwell,0.25,cup,180
Nestl_ Crunch,Candy Bars,Crunch,51c370f397c3e69de4b0a995,Candy Bars,5th Avenue,1,bar,260
Mayfair salad dressing,Mayfair Dressing,Crusoe's,53c548229535029b4f62a544,Mayfair Dressing,Crusoe's,2,tbsp,140
Crystal Hot Sauce,Hot Sauce Extra Hot,Crystal,51c3bcdc97c3e6d8d3b472b2,Hot Sauce Extra Hot,Crystal,1,teaspoon,0
Black vinegar,Vinegar Black Fig,Cuisine Perel,51c3f4c897c3e6de73cbe4ab,Vinegar Black Fig,Cuisine Perel,1,tablespoon,5
Cauliflower cheese,Cauliflower Cheese,Culver's,513fc993927da704080012c3,Cauliflower Cheese,Culver's,11,oz,270
Pork tenderloin sandwich,Pork Tenderloin Sandwich,Culver's,513fc995927da7040800314f,Pork Tenderloin Sandwich,Culver's,266,g,628
Cumberland sausage,Hickory Smoked Sausage,Cumberland Gap,54cbb685a1c602d24397eab4,Hickory Smoked Sausage,Farmland,2,oz,170
Thai curry,Organic Red Thai Curry,Curry Love,54072bf8a67cfab13a61a596,Organic Red Thai Curry,Curry Love,0.33,cup,100
Merguez,Lamb Merguez Sausage,D'Artagnan,5502044e57a47d2529c3a84f,Lamb Merguez Sausage,D'Artagnan,60,g,160
Stroopwafel,Stroopwafels Maple,Daelman's,54bb1fc3f62decd513e68153,Stroopwafels Maple,Daelmans,1,waffle,180
Chocolate-covered coffee bean,Coffee Beans Chocolate Covered,Dagoba,51c3b84b97c3e6d8d3b4511a,Coffee Beans Chocolate Covered,Dagoba,1,ounce,112
Daifuku,Red Bean Cake,Daifuku,54a08ac208aa5c2b492af1fe,Red Bean Cake,Daifuku,1,piece,300
Red bean cake,Red bean cake,Daifuku,54a08ac208aa5c2b492af1fe,Red Bean Cake,Daifuku,1,piece,300
Snickers pie,Snickers Pieces,Dairy Queen,513fc99b927da70408006abf,Snickers Pieces,TCBY,0.5,oz,53.7
Butter lamb,Easter Butter Lamb,Danish Maid,51d37ae2cc9bff5553aaa03c,Easter Butter Lamb,Danish Maid,1,tbsp,100
Liquorice,Liquorice,Darrell Lea,546a0973399532f861bc6ccc,Liquorice,Darrell Lea,4,pieces,130
Oyster,Oysters,Daufuski,51c542bb97c3e6efadd5c984,Oysters,Daufuski,56,G,70
Clam sauce,Clam Sauce White,DaVinci,51c3d8fd97c3e6d8d3b552b8,White Clam Sauce,Dominique's,0.5,cup,160
Wagon Wheels,Wagon Wheels,DaVinci,51d2fc30cc9bff111580e1a4,Wagon Wheels,DaVinci,0.75,cup,210
Arrabbiata sauce,Arrabbiata Sauce,Dean & Deluca,513fceb475b8dbbc21000c50,Pasta Sauce - 1 serving 1/2 cup,USDA,1,serving 1/2 cup,64.68
Chocolate pudding,Chocolate Pudding,Dean's,513fceb775b8dbbc21002bfd,Puddings chocolate ready - 1 oz,USDA,1,oz,40.26
Maple sugar,Maple Sugar,Decacer,54f3d9ca0fa259565fa79c85,Maple Sugar,Decacer,1,teaspoon,10
Tiffin,Healthy Tiffin,Deep,5485d35a776d34ac74266fa4,Healthy Tiffin,Deep,1,tray,400
Paneer,Mutter Paneer,Deep,51c35dd097c3e69de4b011d8,Mutter Paneer,Deep,5,oz,160
Rava dosa,Udupi 4 Onion Rava Masala Dosa,Deep,54dcb5f4a93cab757826be8f,Udupi 4 Onion Rava Masala Dosa,Deep,1,piece,210
Undhiyu,Undhiu,Deep,51c35dd097c3e69de4b011d4,Undhiu,Deep,5,oz,210
Rice and beans,Rice and Beans,Del Real,513fceb875b8dbbc21003574,Restaurant Latino Arroz con frijoles negros (rice and black beans) - 1 serving,USDA,1,serving,696.11
Pupusa,Pupusas,Del Real Foods,545b8e6e8432234444624e83,Pupusas,Del Real Foods,1,pupusa,320
Natillas,Natilla,Del Sur,51c3cde097c3e6d8d3b4f67f,Natilla,Del Sur,40,g mix,140
Angel wings,Angel Wings,Delicias,51c36e6e97c3e69de4b092cd,Angel Wings,Delicias,1,oz,160
Rice bread,Bread Sweet Rice,Delicias Bakery,51c36e6d97c3e69de4b092bd,Bread Sweet Rice,Delicias,1.8,oz,160
Ice-cream-bean,Vanilla Bean Ice Cream,DeLuxe Ice Cream Company,54cc43331479f1a51957fe1a,Vanilla Bean Ice Cream,DeLuxe Ice Cream Company,0.5,cup,120
DENNY'S French Fries,French Fries Salted,Denny's,513fc992927da70408000f08,French Fries Salted,Denny's,6,oz,510
Denny's golden fried shrimp,Golden-Fried Shrimp,Denny's,51c5406497c3e6efadd5b708,Shrimp Cooked,Shrimp,85,G,110
Key lime pie,Key Lime Pie,Denny's,513fc992927da70408000f2b,Key Lime Pie,Denny's,-1,NULL,560
Denny's Mac & Cheese,Mac 'n Cheese,Denny's,513fceb875b8dbbc2100352e,Mac and Cheese - 1 cup prepared,USDA,1,cup prepared,309.96
Denny's Mozzarella Cheese Sticks,Mozzarella Cheese Sticks (add sauce),Denny's,521b95c74a56d006d578b1ca,Mozzarella Cheese Sticks (add sauce),Denny's,8,oz,560
Pecan pie,Pecan Pie,Denny's,513fceb775b8dbbc210028f5,Pie pecan prepared from recipe - 1 oz,USDA,1,oz,116.8
Gallo pinto,Pico De Gallo ,Denny's,513fc992927da70408000eaa,Pico de Gallo,Denny's,1,serving,11
Denny's Steak,T-Bone Steak & Eggs,Denny's,5511826a7df48248451cac19,Speckled Malted Milk,Eggs,6,pieces,190
Ting,Ting Pink,DG,51d37f13cc9bff5553aaa9a7,Ting Pink,DG,1,bottle,140
Fra diavolo sauce,Fra Diavolo Sauce,Di Biagio,51c3ef4b97c3e6de73cbbdeb,Hot Sauce Fra Diavolo,Casa Visco,0.5,cup,80
Calrose rice,Calrose Rice,Diamond G,5464c871836c82a558165843,Calrose Rice,Diamond G,0.25,cup uncooked,150
DiGiorno Cheese Stuffed Crust Pepperoni,Cheese Stuffed Crust Pepperoni Pizza,DiGiorno,51d2f831cc9bff111580c6bf,Cheese Stuffed Crust Pepperoni Pizza,DiGiorno,0.5,pizza,330
DiGiorno Pizza,Pizza Cheese & Tomato,DiGiorno,513fc9c5673c4fbc26001411,Cheese Pizza Slice,Snappy Tomato Pizza,101,Grams,220
DiGiorno Pepperoni Pizza,Pizza Pepperoni,DiGiorno,5266a33d9f05a39eb3016b73,Pepperoni,Pizza Nova,69,g,200
Digiorno Pizza,Pizza Ultimate Cheese,DiGiorno,51c3f94b97c3e6dfa4df01ce,Pizza Ultimate Cheese,DiGiorno,0.2,pizza,320
Aguas frescas,Strawberry,Dole,513fceb575b8dbbc21001188,"Strawberries raw - 1 extra large (1-5/8"" dia)",USDA,1,"extra large (1-5/8"" dia)",8.64
Domacica,Tea Biscuits with Chocolate,Domacica,51c3be2297c3e6d8d3b47cb2,Tea Biscuits with Chocolate Domacica,Kras,4,pieces,112
Senate bean soup,Soup US Senate Bean,Dominiques,51c403f697c3e6dfa4df5150,Soup US Senate Bean,Dominiques,1,cup,220
"Domino's 14"" Cheese Pizza",Cheese only pizza - Large,Domino's,529e7dc2f9655f6d3500150f,Cheese only pizza - Large,Domino's,-1,NULL,790
Domino's Cheese Pizza,Cheese only pizza - Medium,Domino's,529e7dc2ea63d4933500151c,Cheese only pizza - Medium,Domino's,-1,NULL,560
Pizza carbonara,Chicken & Bacon Carbonara Artisan Pizza,Domino's,ae495051b4ec4d865554d439,Chicken & Bacon Carbonara Artisan Pizza,Domino's,1,Pizza,1230
"Domino's 14"" Pepperoni Pizza",Pepperoni Handmade Pan Pizza,Domino's,ae495051b1a15d3a2b9bc140,Pepperoni Handmade Pan Pizza,Domino's,1,Pizza,2420
Domino's Pepperoni Pizza,Pepperoni Handmade Pan Pizza,Domino's,ae495051b1a15d3a2b9bc140,Pepperoni Handmade Pan Pizza,Domino's,1,Pizza,2420
Domino's Sausage Pizza,Sausage Italian - Medium,Domino's,51d1e78ecc9bff08c16ff571,Italian Sausage Medium,Dirusso's,82,G,240
"Domino's 14""  Crunchy Thin Crust",Thin Crust - Medium,Domino's,529e7dc1ea63d493350014e0,Thin Crust - Medium,Domino's,-1,NULL,670
Sesame seed,Sesame Seed,Don Goyo,513fceb575b8dbbc210019ee,Seeds sesame seeds whole roasted and toasted - 1 oz,USDA,1,oz,160.18
Lime wedge,Lime Wedge,Don Pablo's,529e7f8cea63d4933500a5a7,Lime Wedge,Don Pablo's,1,each,3
Taquito,Taquitos,Don Pablo's,463d6237fa94578b29afb5e0,Taquitos frozen chicken and cheese oven - 1 piece,USDA,1,piece,119.28
Teja,Tejas,Don Pablo's,529e7f8dea63d4933500a616,Tejas,Don Pablo's,1,Entr,672
Coconut candy,Coconut candy,Don Pancho,51c3ba1097c3e6d8d3b45e88,Candy Coconut,La Cena,1,piece,60
Brochette,Brochette Seasoning,Dona Isabel,51c3bce597c3e6d8d3b472f9,Brochette Seasoning,Dona Isabel,1,tbsp,10
Panforte,Fruitcake,Dona Isabel,51c4023b97c3e6dfa4df4409,Fruitcake,Dona Isabel,1,slice,480
Nopalito,Nopalitos Tender Cactus,Dona Maria,53a2fac5ef83cc7d1c432b42,Nopalitos Tender Cactus,Dona Maria,2,tbsp,5
White pudding,White Pudding,Donnely's,54a16a44c70d0fbe55a4b2e8,White Pudding,Specially Selected,33,g,85
Gumdrop,Gumdrops Assorted Fruit Flavor,Dots,51c3b9e797c3e6d8d3b45d3c,Gumdrops Assorted Fruit Flavor,Dots,2,boxes,150
Strudel,Cherry Strudel,Doubledave's Pizzaworks,513fc9c5673c4fbc26001770,Cherry Strudel,Doubledave's Pizzaworks,0.1,Each,160
Italian sweet pepper,Italian Sweet Peppers,Doubledave's Pizzaworks,513fc9c5673c4fbc26001767,Italian Sweet Peppers,Doubledave's Pizzaworks,0.45,Oz,5
Caramel,Caramel,Dove,529e809aea63d4933500ef0b,Caramel,Pretzelmaker,1,portion,140
DOVE Dark Chocolate,Dark Chocolate,Dove,513fceb775b8dbbc21002d90,Dark Chocolate - 1 oz,USDA,1,oz,155.93
Dove Bar,Ice Cream Bar Triple Chocolate,Dove,51c3fa9897c3e6dfa4df0aba,Ice Cream Bar Triple Chocolate,Dove,1,bar,340
Dove Milk Chocolate Bar,Milk Chocolate Bars,Dove,51c3b84697c3e6d8d3b450f0,Milk Chocolate Bars,CocoaVia,1,bar,110
Irish Whiskey,Irish Whiskey Cake,Downey's,51c4023b97c3e6dfa4df440a,Irish Whiskey Cake,Downey's,77,g,340
Devil's food cake,Cake Devil's Food,Drake's,51c3d5c397c3e6d8d3b5380a,Snack Cake Devils Food,Butterfly Bakery,1,piece,120
Croissant,Croissant,Drake's,513fceb775b8dbbc21002814,Croissants butter - 1 croissant small,USDA,1,croissant small,170.52
Swiss roll,Swiss Roll,Drake's,51c37c2097c3e6d272825046,Swiss Roll,Drake's,1,ct,340
Pierogi,Pierogi,Dudek,54f8e603e891f37b57494835,Pierogi Beef,Kasia's,3,pierogi,240
Mint sauce,Mint Sauce,Duerr's,51c3ef5797c3e6de73cbbe50,Mint Sauce,Duerr's,1,tbsp,20
Fondant icing,Fondant Buttercream Pink,Duff,51c3eab297c3e6de73cb9e58,Fondant Buttercream Pink,Duff,2,oz,250
Crumpet,Crumpets,Duffy's,54b3dffc2a44eefe543652b5,Crumpet - 1 medium crumpet,Nutritionix,1,medium crumpet,89.31
Mixed pickle,Pickle Mixed,Durbar,51c3ccfb97c3e6d8d3b4efa9,Pickle Mixed,Durbar,20,g,27
Herring soup,Herring,Dutch Boy,54ca10b93955f27f479f6085,Herring,Dutch Boy,6,pieces,80
Brown sauce,Brown Gravy Sauce,Dynasty,51c3f5fa97c3e6de73cbea32,Gravy Mix Brown,Sauce Classics,1,tbsp,20
Shirataki noodles,Shirataki,Dynasty,54982ba1dffb5d754bfcc5c5,Shirataki,Dynasty,3,oz,0
Keebler E.L. Fudge Double Stuffed Cookies,Double Stuffed Cookies,E.L. Fudge,51c36ef997c3e69de4b09701,Double Stuffed Cookies,E.L. Fudge,2,cookies,170
Prawn roll,Prawn Dynamite Roll,Earl's,513fc9c8673c4fbc2600340a,Prawn Dynamite Roll,Earls,283.5,Grams,445.1
Steak frites,Steak frites,Earl's,513fc9c8673c4fbc26003435,Steak Frites,Earls,414.7,Grams,1199.9
Frittata,Frittata,Earls,529e7f91ea63d4933500a719,Frittata,Earls,366,g,580
Spicy Bean Burger,Spicy Bean Burger,Earth Fare Natural,513fc9cd673c4fbc26006e98,Spicy Anasazi Bean Burger,Burgerville,274,Grams,680
Freekeh,Cracked Freekeh,Earthly Choice,549198a246d24a30347645db,Cracked Freekeh,Earthly Choice,0.25,cup,130
Nut butter,Nut Butter Almond Butter,East Wind,51c3cb7497c3e6d8d3b4e2c8,Nut Butter Almond Butter,East Wind,2,tbsp,210
Belgian waffle,Belgian Waffle,Eat'n Park,550cacfd4b1ea004599731ed,Gourmet Belgian Waffles Original,Waffle Waffle,1.18,oz,140
Fried pickle,Fried Pickles,Eat'n Park,53444da77395ed134519ec03,Fried Pickles,Eat'n Park,1,serving,220
Fruit cup,Fruit Cup,Eat'n Park,53444fc5cd5bb303a94c4cd8,Mango Fruit Smoothie,Second Cup,12,oz,240
Kaiser roll,Kaiser Roll,Eat'n Park,51cb356d97c3e632bfc46cf4,Kaiser Roll,Eat'n Park,1,roll,179
Strawberry pie,Strawberry Pie,Eat'n Park,551cd39501e6da05491bd0d4,Pie Strawberry,Moon Pie,1,package,300
Cashew chicken,Cashew Chicken,Eating Right,51c365ae97c3e69de4b04d50,Cashew Chicken,Signature Cafe,5,oz,170
Nonpareils,Nonpareils,Eckerd,51c371ab97c3e69de4b0b020,Nonpareils,Eckerd,10,pc,200
Butterscotch,Butterscotch,Eda's,516d9a40e3afed032c7dab14,Butterscotch,BurgerFi,-1,NULL,130
Spaghetti,Spaghetti enriched,Eddie's Spaghetti,51c3d31397c3e6d8d3b52223,Spaghetti Enriched,Pampa,2,oz,190
Gomashio,Organic Gomasio,Eden,51c36a4397c3e69de4b070f3,Organic Gomasio,Eden,1,teaspoon,15
Okinawa soba,soba,Eden,513fceb775b8dbbc21002e12,Noodles japanese soba dry - 2 oz,USDA,2,oz,191.52
Wanko soba,Soba,Eden,513fceb775b8dbbc21002e12,Noodles japanese soba dry - 2 oz,USDA,2,oz,191.52
Barley malt syrup,Syrup Barley Malt 20 Oz,Eden,51c53cf397c3e6efadd59be9,Syrup Barley Malt 20 Oz,Eden,21,G,60
Boston cream pie,PieBoston Cream,Edwards,51c36a5897c3e69de4b07188,Corn Starch 100% Pure,Cream,1,tbsp,30
Frozen custard,Frozen Custard Vanilla,Edy's,513fc9cb673c4fbc2600545a,Vanilla,Kohr Bros Frozen Custard,80,g,130
Spumoni,Ice Cream Spumoni,Edy's,51c3faa797c3e6dfa4df0b33,Ice Cream Spumoni,Edy's,0.5,cp,150
Oatcake,Oatcakes,Effie's,548f0ceae684eb8d120e71f8,Oatcakes,Effie's,2,pieces,170
Texan,The Big Texan,Egg Harbor Cafe,513fc9cc673c4fbc26006904,The Big Texan,Egg Harbor Cafe,-1,NULL,1225
Kellogg's Eggo Biscuit Scramblers Bacon Egg & Cheese,Biscuit Scramblers Egg & Cheese,Eggo,51c3c61e97c3e6d8d3b4bbfb,Biscuit Scramblers Egg & Cheese,Eggo,1,biscuit,270
Eggo Cereal,Cereal Cinnamon Toast,Eggo,51c3618097c3e69de4b02acc,Cereal,Cinnamon Toast Crunch,0.75,cup,130
Kellogg's Eggo Waffles Chocolate Chip,Chocolate Chip Eggo Waffles,Eggo,51d2ff90cc9bff111580f847,Eggo Waffles Chocolate Chip,Eggo,2,waffles,200
Kellogg's Eggo French Toaster Sticks Original,Eggo French Toaster Sticks Original,eggo,51c3744897c3e69de4b0c588,Eggo French Toaster Sticks Original,Eggo,2,pieces,220
Eggo Buttermilk Pancakes,Eggo Pancakes Buttermilk,Eggo,51d2fa5ecc9bff111580d53e,Eggo Pancakes Buttermilk,Eggo,3,pancakes,280
Kellogg's Eggo Wafflers Brown Sugar Cinnamon Roll,Eggo Wafflers Brown Sugar Cinnamon Roll,Eggo,51d2fa5dcc9bff111580d536,Eggo Wafflers Brown Sugar Cinnamon Roll,Eggo,2,waffles,250
Kellogg's Eggo Mini Muffin Tops Blueberry,Muffin Tops Mini Blueberry,Eggo,51c3c61d97c3e6d8d3b4bbfa,Muffin Tops Mini Blueberry,Eggo,4,muffin tops,140
Kellogg's Eggo Blueberry Pancakes,Pancakes Blueberry,Eggo,51c3f84797c3e6dfa4defab4,Pancakes Blueberry,Krusteaz,3,pancakes,270
Kellogg's Cinnamon Mini Swirlz,Swirlz Cinnamon,Eggo,51c3c61f97c3e6d8d3b4bc0a,Swirlz Cinnamon,Eggo,1,pastry,150
Egg waffle,Waffles,Eggo,513fceb775b8dbbc2100294c,Waffles plain frozen ready - 1 oz,USDA,1,oz,80.8
Kellogg's Eggo French Toast,Waffles French Toast,Eggo,51c3f83797c3e6dfa4defa36,Waffles French Toast,Eggo,1,waffle,140
Kellogg's Eggo French Toast Waffles,Waffles French Toast,Eggo,51c3f83797c3e6dfa4defa36,Waffles French Toast,Eggo,1,waffle,140
Croque-monsieur,Croque - Monsieur Sandwich,Eggspectation,513fc9cd673c4fbc26007134,Croque - Monsieur Sandwich,Eggspectation,-1,NULL,1485
Salade nicoise,Nicoise Salad,Eggspectation,513fc9cd673c4fbc2600712a,Nicoise Salad,Eggspectation,-1,NULL,568
Parmigiana,Parmigiana,Eggspectation,513fc9cd673c4fbc2600714e,Parmigiana,Eggspectation,-1,NULL,1374
Steamed rice,Steamed Rice,Eggspectation,ae4931069e66b6a6a6472276,Steamed Rice,Benihana,169.8,grams,300
Bagel dog,Original Hebrew National Bagel Dog,Einstein Bros. Bagels,529e7e7df9655f6d350054f4,Original Hebrew National Bagel Dog,Einstein Bros. Bagels,7,oz,540
Fabada asturiana,Fabada,El Ebro,51c3cded97c3e6d8d3b4f6d3,Fabada,El Ebro,1,cup,320
Cajeta,Cajeta,El Guapo,51c3b98e97c3e6d8d3b45a80,Cajeta,El Guapo,1,piece,40
Longaniza,Longaniza Cured,El Mexicano,51c3c21b97c3e6d8d3b49c9e,Longaniza Cured,El Mexicano,2.5,oz,270
Salsa verde,Salsa Verde,El Mexicano,51cb356c97c3e632bfc46ac0,Salsa Verde,Taco Bell,6,g,5
Chimichanga,Chimichanga,El Molino Rojo,513fceb775b8dbbc21002e93,Fast foods chimichanga with beef - 1 chimichanga,USDA,1,chimichanga,424.56
Quesito,Quesito Colombiano,El Viajero,54fdf3e04e9d7e6f76e3f3c9,Quesito Colombiano,El Viajero,1,oz,80
Raclette, Cheese Raclette,Emmi,51c3f2b697c3e6de73cbd68b,Cheese Raclette,Emmi,1,oz,100
Gruyere cheese,Cheese Gruyere,Emmi,545a51405f06a919304affab,Cheese Snacks,Gruyere,2,pieces,150
Fondue,Fondue,Emmi,51c3f2b897c3e6de73cbd692,Fondue,Emmi,0.25,cup,140
Abbott Nutrition infant formula,Infant Formula,Enfamil,51d37995cc9bff5553aa9c2f,Infant Formula,Enfamil,5,fl oz,100
Infant formula,Infant Formula,Enfamil,51d37995cc9bff5553aa9c2f,Infant Formula,Enfamil,5,fl oz,100
MEAD JOHNSON ENFAMIL Infant formula,Infant Formula,Enfamil,51d37995cc9bff5553aa9c2f,Infant Formula,Enfamil,5,fl oz,100
Mead Johnson Nutrition infant formula,Infant Formula,Enfamil,51d37995cc9bff5553aa9c2f,Infant Formula,Enfamil,5,fl oz,100
Enfamil Infant Formula,Infant Formula 1,Enfamil,51c3ea6797c3e6de73cb9bde,Infant Formula 1,Enfamil,5,fl oz,100
PBM PRODUCTS Infant formula,Infant Formula 1,Enfamil,51c3ea6797c3e6de73cb9bde,Infant Formula 1,Enfamil,5,fl oz,100
Enfamil Lipil Milk-Based Infant Formula with Iron,Infant Formula Milk-Based Infant Formula with Iron Powder,Enfamil,51c38f6197c3e6d3d972f0ac,Infant Formula Powder with Iron,Similac,5,fl oz,100
Mead Johnson Prosobee Infant Formula,Enfamil Prosobee Soy Infant Formula For Sensitive Tummy Ready To Use 2 Oz Bottles,Enfamil Prosobee,51c53e3997c3e6efadd5a5e0,Enfamil Prosobee Soy Infant Formula For Sensitive Tummy Ready To Use 2 Oz Bottles,Enfamil ProSobee,5,Oz,0
Ensure,Nutrition Drink Vanilla Supreme,Ensure,51c3cf5997c3e6d8d3b502e6,Nutrition Drink Vanilla Supreme,Ensure,1,can,230
Ensure Plus,Nutrition Shake Vanilla,Ensure Plus,51d2fb58cc9bff111580dbf1,Nutrition Shake Vanilla,Ensure,1,bottle,350
Froster,Brownie Frosters,Entenmann's,51c3d5df97c3e6d8d3b538db,Brownie Frosters,Entenmann's,0,NULL,230
Pound cake,Cake Pound,Entenmann's,529e7de8ea63d49335002848,Pound Cake,Sandella's,-1,NULL,116
Fool's Gold Loaf,Golden Loaf,Entenmann's,51c3d5db97c3e6d8d3b538c1,Golden Loaf,Entenmann's,0.12,pc,130
White sugar sponge cake,Sponge Cake,Entenmann's,51c3d4c897c3e6d8d3b53045,Sponge Cake,Shabtai Gourmet,1.33,oz,120
Equal Sweetener tabletop packets,Sweetener tabletop packet,Equal,513fceb775b8dbbc21002cae,Sweeteners tabletop aspartame EQUAL packets - 1 serving 1 packet,USDA,1,serving 1 packet,3.65
Chipped beef,Chipped Beef,Esskay,51c35f4a97c3e69de4b01c60,Creamed Chipped Beef Classics,Stouffer's,0.5,cup,130
Massaman curry,Cooking Sauce Thai Massaman Curry,Ethnic Cottage,51c3bcef97c3e6d8d3b4733e,Cooking Sauce Thai Massaman Curry,Ethnic Cottage,35,grams,53
Evian Bottled Water,Natural Spring Water,Evian,51c5455797c3e6efadd5de84,Natural Spring Water,Poland Spring,0,NULL,0
Chicken tikka masala,Chicken tikka masala,Evol,546e0ef57db25111102d290e,Chicken Tikka Masala,Evol,0.5,bag,300
Sindhi biryani,Chicken Biryani,Exotic Foods,54bd4fd6535d4b3939e3c874,Chicken Biryani - 1 cup,Nutritionix,1,cup,226.8
Rillettes,Rillettes de Porc,Fabrique Delices,53e8bca67362ef5238f5e412,Rillettes de Porc,Fabrique Delices,2,oz,150
Familia Cereals,Cereals Ready To Eat,Familia,513fceb875b8dbbc21003689,Cereals ready-to-eat FAMILIA - 1 cup,USDA,1,cup,473.36
Water Chestnut,Water Chestnut Whole,Family,51c4000597c3e6dfa4df333c,Water Chestnut Whole,Family,0.5,cup,45
Famous Amos Chocolate Chip cookies,Chocolate Chip Cookies,Famous Amos Grocery,513fceb775b8dbbc21002741,Cookies chocolate chip commercially prepared regular higher fat enriched - 1 cookie Pepperidge Farm Chocolate Chunk Pecan,USDA,1,cookie Pepperidge Farm Chocolate Chunk Pecan,59.04
FAMOUS AMOS Chocolate Chip Pecan Cookies,Cookies Chocolate Chip & Pecans,Famous Amos Grocery,51c3bdf297c3e6d8d3b47b29,Cookies Chocolate Chip & Pecans,Famous Amos Grocery,4,cookies,150
Famous Amos Sandwich Cookies Chocolate,Creme-Filled Sandwich Cookies Chocolate,Famous Amos Grocery,51c5465497c3e6efadd5e5f6,"Bar ""B"" ""Q"" Sauce Original Sweet & Smoky Flavor",Cookies,2,Tbs,35
Famous Amos Vanilla Sandwich Creme Cookies,Creme-Filled Sandwich Cookies Vanilla,Famous Amos Grocery,54bc712674fef1f52a8ed8e7,Vanilla Sandwich Cookies,Psst...,2,cookies,160
Burnt ends,Burnt Ends,Famous Daves,52cdd14a051cb9eb3201530a,Burnt Ends,Famous Dave's,1,order,680
Meat pie,Meat Pie,Famous Natchitoches Louisiana Meat Pie Company,54bd4872535d4b3939e3c872,Meat Pie - 1 piece,Nutritionix,1,piece,375.09
Natchitoches meat pie,Meat Pie,Famous Natchitoches Louisiana Meat Pie Company,54bd4872535d4b3939e3c872,Meat Pie - 1 piece,Nutritionix,1,piece,375.09
Farley Candy Farley Fruit Snacks,Candy Fruit Slices,Farley's Grocery,51c5492d97c3e6efadd5fc1e,Gourmet Fruit Slices Candy,Candy Store,42,G,140
Marlin,Sour Darlin Marlins,Farley's Grocery,51c3b9f097c3e6d8d3b45d8b,Sour Darlin Marlins,Farley's Grocery,17,pc,140
White bread,White Bread,Farm Bread,513fceb675b8dbbc210026a5,White Bread - 1 slice large,USDA,1,slice large,79.8
Crumble,Apple Crumble,Farmer's Market,548071ca80f3a5212a2913de,Apple Crumble,Farmer's Market,1,slice,250
Braunschweiger,Braunschweiger,Farmland,53e226495b5cf4106ed7b830,Braunschweiger,Farmland,2,oz,160
Toasted ravioli,Ravioli Toasted,FarmRich,54c76e07e1a9773d18e42bf2,Ravioli Toasted,FarmRich,2,pieces,150
BLT,BLT,Fatz,513fc9e63fe3ffd403000985,BLT,Fatz,1,serving,462
Poppy seed roll,Poppy Seed Rolls,Fatz,53444db27395ed134519ec4a,Poppy Seed Rolls,Fatz,1,Roll,100
Meat,Meat,Fazoli's,5266a1fb9f05a39eb300dfcf,Meat,Fazoli's,2.7,oz,70
Ferrero Rocher,Hazelnut Chocolates,Ferrero Rocher,54a6c94c9b16f1870ddaed25,Hazelnut Chocolates,Ferrero Rocher,3,pieces,230
